id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
HBUSAPPWNSAFLYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Florida,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:45-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAGA,2020-12-05,2020-12-05,High-Propensity Business Applications for Georgia,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:11-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAGAYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Georgia,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:44-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAHI,2020-12-05,2020-12-05,High-Propensity Business Applications for Hawaii,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:11-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAHIYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Hawaii,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:44-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAIA,2020-12-05,2020-12-05,High-Propensity Business Applications for Iowa,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:11-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAIAYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Iowa,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:44-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAID,2020-12-05,2020-12-05,High-Propensity Business Applications for Idaho,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:11-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAIDYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Idaho,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:43-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAIL,2020-12-05,2020-12-05,High-Propensity Business Applications for Illinois,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:11-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAILYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Illinois,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:43-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAIN,2020-12-05,2020-12-05,High-Propensity Business Applications for Indiana,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAINYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Indiana,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:43-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAKS,2020-12-05,2020-12-05,High-Propensity Business Applications for Kansas,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAKSYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Kansas,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:43-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAKY,2020-12-05,2020-12-05,High-Propensity Business Applications for Kentucky,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAKYYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Kentucky,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:42-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSALA,2020-12-05,2020-12-05,High-Propensity Business Applications for Louisiana,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSALAYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Louisiana,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:42-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMA,2020-12-05,2020-12-05,High-Propensity Business Applications for Massachusetts,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMAYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Massachusetts,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:41-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMD,2020-12-05,2020-12-05,High-Propensity Business Applications for Maryland,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMDYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Maryland,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:41-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAME,2020-12-05,2020-12-05,High-Propensity Business Applications for Maine,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMEYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Maine,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:41-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMI,2020-12-05,2020-12-05,High-Propensity Business Applications for Michigan,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:12-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMIYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Michigan,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:40-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMN,2020-12-05,2020-12-05,High-Propensity Business Applications for Minnesota,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:52-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMNYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Minnesota,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:40-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMO,2020-12-05,2020-12-05,High-Propensity Business Applications for Missouri,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:52-06,1,2,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMOYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Missouri,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:40-06,1,2,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMS,2020-12-05,2020-12-05,High-Propensity Business Applications for Mississippi,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:52-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMSYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Mississippi,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:39-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMT,2020-12-05,2020-12-05,High-Propensity Business Applications for Montana,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:52-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMTYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Montana,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:39-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMW,2020-12-05,2020-12-05,High-Propensity Business Applications for Midwest Census Region,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAMWYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Midwest Census Region,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANC,2020-12-05,2020-12-05,High-Propensity Business Applications for North Carolina,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,4,10,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANCYY,2020-12-05,2020-12-05,High-Propensity Business Applications for North Carolina,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:39-06,1,10,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAND,2020-12-05,2020-12-05,High-Propensity Business Applications for North Dakota,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANDYY,2020-12-05,2020-12-05,High-Propensity Business Applications for North Dakota,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:38-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANE,2020-12-05,2020-12-05,High-Propensity Business Applications for Nebraska,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANER,2020-12-05,2020-12-05,High-Propensity Business Applications for Northeast Census Region,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANERYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Northeast Census Region,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:51-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANEYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Nebraska,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:38-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANH,2020-12-05,2020-12-05,High-Propensity Business Applications for New Hampshire,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANHYY,2020-12-05,2020-12-05,High-Propensity Business Applications for New Hampshire,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:38-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANJ,2020-12-05,2020-12-05,High-Propensity Business Applications for New Jersey,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANJYY,2020-12-05,2020-12-05,High-Propensity Business Applications for New Jersey,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:38-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANM,2020-12-05,2020-12-05,High-Propensity Business Applications for New Mexico,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANMYY,2020-12-05,2020-12-05,High-Propensity Business Applications for New Mexico,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:37-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANV,2020-12-05,2020-12-05,High-Propensity Business Applications for Nevada,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANVYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Nevada,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:37-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANY,2020-12-05,2020-12-05,High-Propensity Business Applications for New York,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSANYYY,2020-12-05,2020-12-05,High-Propensity Business Applications for New York,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:37-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAOH,2020-12-05,2020-12-05,High-Propensity Business Applications for Ohio,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAOHYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Ohio,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:36-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
